game_id,p1,p2,winner,loser,game_pattern
2120,101,432,432,101,38762014
2121,665,722,665,722,62370
2122,371,46,46,371,643820
2123,404,63,404,63,2781365
2124,919,20,919,20,758641320
2125,548,294,548,294,410753682
2126,880,728,880,728,45632
2127,582,926,582,926,705841236
2128,239,602,239,602,0345182
2129,614,115,115,614,046781
2130,512,718,718,512,650324
2131,119,890,119,890,3781425
2132,195,503,195,503,658034127
2133,648,407,407,648,26174083
2134,373,201,373,201,4057812
2135,610,204,610,204,6845073
2136,837,872,872,837,80315472
2137,369,697,369,697,245863170
2138,66,943,66,943,64817
2139,254,356,356,254,41327865
2140,544,200,544,200,417326058
2141,218,822,218,822,654038712
2142,99,404,0,0,823457601
2143,463,966,463,966,3475618
2144,747,129,129,747,28156430
2145,216,616,216,616,075143682
2146,945,438,438,945,04817325
2147,332,850,332,850,065127438
2148,7,80,0,0,285106734
2149,945,416,416,945,53804216
2150,244,217,244,217,760481532
2151,826,149,149,826,73285410
2152,628,246,246,628,26513708
2153,278,624,278,624,5407231
2154,126,427,126,427,530462718
2155,93,386,386,93,370421
2156,309,487,309,487,12764
2157,755,741,755,741,4175806
2158,410,599,599,410,01253487
2159,430,183,430,183,826307514
2160,245,815,245,815,6382054
2161,662,11,662,11,8316270
2162,106,426,106,426,7604182
2163,568,905,568,905,863217450
2164,29,327,29,327,7528041
2165,755,462,0,0,417628053
2166,160,884,884,160,07512836
2167,754,332,754,332,324176850
2168,605,360,605,360,0728531
2169,414,797,0,0,106534872
2170,503,56,503,56,50364
2171,843,659,843,659,2786145
2172,456,245,456,245,4810652
2173,231,43,231,43,50413
2174,342,503,342,503,780321654
2175,421,924,421,924,4723518
2176,659,71,659,71,7405618
2177,872,895,872,895,438067512
2178,706,315,315,706,645721
2179,695,372,0,0,368740152
2180,560,262,262,560,168043
2181,935,438,0,0,476512308
2182,991,909,991,909,1275638
2183,475,498,0,0,067821453
2184,292,763,292,763,054236178
2185,509,737,509,737,2067815
2186,292,553,553,292,37541682
2187,816,677,816,677,2417805
2188,273,24,273,24,6074128
2189,638,891,0,0,168730254
2190,594,239,594,239,13072
2191,562,994,994,562,57360482
2192,768,74,768,74,8723064
2193,381,771,381,771,814735602
2194,94,685,94,685,60412
2195,799,640,799,640,0751364
2196,84,252,84,252,756421083
2197,401,311,0,0,476213580
2198,154,870,154,870,736502418
2199,425,261,261,425,74263018
2200,767,561,561,767,45071238
2201,675,213,675,213,2785140
2202,585,383,585,383,24071
2203,270,48,48,270,74325086
2204,792,69,792,69,168342570
2205,732,359,0,0,376510824
2206,214,747,747,214,783450
2207,688,641,688,641,85074
2208,865,787,865,787,6850274
2209,252,392,252,392,3108756
2210,896,7,896,7,3247018
2211,676,897,897,676,80453162
2212,365,85,0,0,407136852
2213,393,125,125,393,38725064
2214,209,870,209,870,8475206
2215,837,223,837,223,710432586
2216,886,653,653,886,14038256
2217,49,925,925,49,120835
2218,829,823,0,0,267341580
2219,88,43,43,88,60537418
2220,240,737,737,240,356812
2221,547,364,547,364,37640
2222,156,230,230,156,43805172
2223,784,54,784,54,4183750
2224,254,564,254,564,4203761
2225,77,236,77,236,627415308
2226,331,188,331,188,102467538
2227,828,670,828,670,4810236
2228,1,606,606,1,43705281
2229,38,891,0,0,853476012
2230,56,37,37,56,23850164
2231,316,81,316,81,6745382
2232,313,504,504,313,71250483
2233,786,906,786,906,1568340
2234,416,8,416,8,053674182
2235,63,473,0,0,768120354
2236,501,712,501,712,7648513
2237,634,710,634,710,8146250
2238,320,639,639,320,205643
2239,381,520,520,381,84670351
2240,717,489,0,0,318425067
2241,175,268,0,0,563421780
2242,84,794,84,794,61758
2243,63,825,825,63,37140658
2244,391,664,664,391,42508673
2245,707,487,487,707,721654
2246,189,572,572,189,72341856
2247,416,65,416,65,2367150
2248,482,659,482,659,063478152
2249,147,617,0,0,703586142
2250,877,165,877,165,518263074
2251,466,830,466,830,538207164
2252,139,708,139,708,582367140
2253,329,70,0,0,085326417
2254,668,509,0,0,642035178
2255,602,96,602,96,5170638
2256,97,933,97,933,0248573
2257,709,193,709,193,15230
2258,97,685,97,685,7643028
2259,369,182,369,182,5016724
2260,432,355,355,432,14802376
2261,280,71,71,280,607834
2262,7,849,849,7,25678401
2263,125,653,0,0,725413086
2264,722,280,280,722,73861520
2265,590,411,411,590,62185074
2266,899,307,307,899,78501326
2267,869,135,869,135,702684315
2268,474,467,474,467,264870513
2269,664,697,664,697,5861073
2270,51,396,51,396,108436275
2271,276,171,276,171,6283047
2272,524,271,524,271,0513862
2273,468,487,487,468,210457
2274,781,488,781,488,72104
2275,182,640,182,640,587216304
2276,820,14,14,820,675401
2277,83,894,83,894,4537820
2278,452,298,452,298,105867423
2279,852,995,995,852,36810274
2280,234,578,234,578,071256438
2281,613,31,31,613,30745628
2282,688,153,153,688,72014538
2283,325,220,325,220,2047816
2284,830,329,329,830,48720165
2285,12,586,12,586,163285074
2286,808,395,808,395,415873602
2287,595,481,481,595,26035748
2288,282,112,112,282,381726
2289,546,203,546,203,6128370
2290,432,340,0,0,268570143
2291,257,868,257,868,743125806
2292,291,145,291,145,216803574
2293,200,755,0,0,513426780
2294,935,571,0,0,421730658
2295,791,529,791,529,236587014
2296,918,277,918,277,678501234
2297,986,402,986,402,082547316
2298,740,353,740,353,5036784
2299,696,833,696,833,51832
2300,422,448,422,448,817306542
2301,329,147,329,147,382175604
2302,145,721,145,721,3541820
2303,289,571,0,0,410823765
2304,905,423,905,423,4051632
2305,297,509,509,297,73120456
2306,359,694,694,359,86417350
2307,74,627,74,627,257168304
2308,281,878,281,878,012683745
2309,217,234,217,234,725168340
2310,975,666,975,666,628743510
2311,457,599,457,599,804621375
2312,362,886,362,886,107536824
2313,710,395,710,395,84706
2314,293,843,293,843,047351862
2315,629,988,988,629,162350
2316,971,343,971,343,643712580
2317,330,612,612,330,70246158
2318,841,698,841,698,7835046
2319,792,185,185,792,401386
2320,533,882,533,882,871345260
2321,94,302,94,302,268503714
2322,709,177,709,177,0185643
2323,323,681,323,681,60718
2324,364,70,364,70,506817234
2325,741,940,0,0,462801357
2326,238,189,238,189,506718324
2327,631,856,631,856,816347502
2328,686,972,972,686,86357412
2329,820,773,820,773,47503
2330,284,685,284,685,450721368
2331,71,785,785,71,34872601
2332,63,17,17,63,17450238
2333,611,152,611,152,4825061
2334,277,841,841,277,56780214
2335,804,165,804,165,1305472
2336,887,550,0,0,284601735
2337,84,531,84,531,803147652
2338,547,922,547,922,8376054
2339,823,963,823,963,76451
2340,739,557,557,739,08654372
2341,878,736,878,736,8170546
2342,588,581,588,581,6284053
2343,481,70,481,70,258176034
2344,906,884,0,0,471582306
2345,702,213,702,213,185076324
2346,696,8,8,696,73068254
2347,907,14,907,14,3168405
2348,285,855,285,855,534612078
2349,820,104,820,104,6521837
2350,725,402,0,0,361087452
2351,782,82,82,782,43752680
2352,796,772,796,772,0475623
2353,400,982,982,400,73612504
2354,591,390,390,591,28173064
2355,23,352,0,0,237461085
2356,891,932,932,891,041573
2357,61,125,61,125,4310276
2358,106,410,106,410,514760832
2359,610,240,610,240,1573806
2360,944,648,944,648,051863472
2361,744,548,744,548,7034658
2362,494,400,494,400,285701436
2363,735,35,735,35,470358612
2364,740,811,811,740,87120436
2365,860,912,912,860,13542870
2366,924,194,194,924,048513
2367,556,889,0,0,036124785
2368,157,146,0,0,042168537
2369,763,496,763,496,6347012
2370,67,991,67,991,12467
2371,912,858,858,912,23846715
2372,527,588,588,527,83240675
2373,733,993,733,993,6432807
2374,956,278,956,278,36405
2375,224,674,224,674,3716405
2376,868,159,868,159,287165340
2377,488,768,0,0,863521047
2378,746,562,746,562,2430578
2379,14,935,0,0,354106287
2380,38,642,642,38,072846
2381,724,996,0,0,264735801
2382,442,834,442,834,24815
2383,491,456,491,456,624187350
2384,394,146,146,394,20781364
2385,56,408,0,0,871032546
2386,427,210,0,0,436758021
2387,870,277,870,277,213546870
2388,131,514,131,514,0513682
2389,587,802,587,802,317862540
2390,703,338,703,338,48256
2391,24,440,24,440,4135860
2392,19,994,994,19,28361047
2393,708,464,708,464,714258063
2394,267,670,267,670,27548
2395,612,32,32,612,20483716
2396,646,270,270,646,87640251
2397,205,313,313,205,08427135
2398,13,797,13,797,82746
2399,600,302,600,302,027536814
2400,455,251,251,455,24570638
2401,849,5,849,5,7163028
2402,945,916,945,916,328104756
2403,512,531,512,531,538217460
2404,568,322,568,322,0825476
2405,822,975,822,975,804765312
2406,668,22,668,22,0215834
2407,568,614,568,614,5731268
2408,284,531,531,284,82043157
2409,12,157,157,12,74153860
2410,262,647,262,647,8723045
2411,853,297,853,297,0826531
2412,433,850,850,433,53827140
2413,461,534,461,534,5127304
2414,501,160,501,160,6183245
2415,89,527,527,89,32851476
2416,77,157,77,157,05132
2417,59,804,59,804,2574618
2418,583,710,583,710,5743216
2419,683,833,683,833,783164250
2420,776,587,776,587,305471268
2421,792,124,792,124,75461
2422,634,469,0,0,631847520
2423,930,785,930,785,435072681
2424,621,248,621,248,702134658
2425,844,798,798,844,64501328
2426,813,512,813,512,2583406
2427,761,651,761,651,106832574
2428,978,143,978,143,184720536
2429,566,199,566,199,81275
2430,712,113,712,113,753814062
2431,909,798,909,798,3768410
2432,167,244,167,244,6281053
2433,806,355,806,355,703186542
2434,295,2,295,2,8036514
2435,975,166,975,166,2758140
2436,566,901,0,0,260153784
2437,553,575,553,575,42573
2438,161,705,161,705,415376820
2439,488,259,0,0,634258017
2440,71,428,428,71,354268
2441,53,669,669,53,37804162
2442,24,184,184,24,145672
2443,161,543,161,543,6307482
2444,913,325,913,325,60817
2445,388,550,550,388,45813062
2446,180,51,180,51,480153672
2447,672,861,672,861,628541370
2448,665,816,816,665,84357602
2449,919,542,542,919,46281350
2450,771,107,107,771,16827304
2451,305,300,305,300,1658704
2452,115,992,115,992,6470328
2453,348,501,501,348,81076254
2454,474,732,474,732,754623810
2455,161,262,262,161,84025137
2456,376,553,376,553,0235716
2457,2,967,2,967,642371508
2458,584,978,584,978,5276104
2459,402,770,402,770,1380542
2460,262,861,262,861,47385
2461,142,402,0,0,802176354
2462,601,529,0,0,478015326
2463,585,111,111,585,172658
2464,931,730,931,730,5802314
2465,805,18,0,0,570348126
2466,119,795,795,119,06514728
2467,987,933,933,987,02857634
2468,889,759,889,759,307642851
2469,674,541,674,541,2351748
2470,879,926,879,926,82657
2471,771,684,684,771,54321860
2472,899,352,899,352,458213670
2473,582,228,0,0,127358046
2474,811,455,0,0,135802476
2475,247,309,247,309,7153862
2476,331,562,0,0,074863125
2477,620,914,620,914,2840316
2478,882,123,882,123,8701254
2479,671,512,671,512,27041
2480,864,124,124,864,85407326
2481,330,496,330,496,1708532
2482,352,951,951,352,061758
2483,605,158,605,158,386521704
2484,272,484,272,484,216574083
2485,859,953,859,953,123078564
2486,924,20,924,20,358147620
2487,332,253,253,332,10857326
2488,263,458,263,458,850234176
2489,739,821,0,0,476035128
2490,764,623,764,623,461235870
2491,137,701,701,137,16450238
2492,469,827,469,827,2471638
2493,870,735,735,870,17025638
2494,967,697,967,697,1368274
2495,509,616,616,509,52847036
2496,189,529,529,189,71820634
2497,210,141,141,210,25618704
2498,552,878,878,552,78256304
2499,356,32,32,356,42081365
2500,762,39,0,0,378615402
2501,377,153,377,153,125876034
2502,109,706,109,706,6184527
2503,147,899,899,147,30278164
2504,351,250,0,0,527368410
2505,981,156,981,156,3057864
2506,83,707,83,707,3148672
2507,44,268,44,268,584126703
2508,350,135,350,135,3728406
2509,548,797,548,797,685340721
2510,397,96,397,96,3012754
2511,481,196,0,0,284605713
2512,318,995,318,995,4523061
2513,590,172,590,172,125687403
2514,340,43,340,43,1682470
2515,94,313,0,0,413580762
2516,519,492,519,492,3185064
2517,657,117,657,117,8320657
2518,507,491,507,491,60482
2519,230,593,230,593,15427
2520,629,537,629,537,038156742
2521,110,517,0,0,153740826
2522,501,398,0,0,130278645
2523,115,840,0,0,647108532
2524,995,556,556,995,415280
2525,521,582,582,521,64312870
2526,714,769,714,769,578142630
2527,739,566,739,566,730526814
2528,407,171,171,407,85167423
2529,103,633,633,103,02385617
2530,740,119,0,0,435821760
2531,652,579,0,0,864510273
2532,832,514,832,514,04613
2533,969,559,969,559,6502847
2534,102,863,863,102,814062
2535,776,549,776,549,547301826
2536,441,201,441,201,7432680
2537,437,105,437,105,015274683
2538,669,619,669,619,0581364
2539,105,171,105,171,562178304
2540,208,478,478,208,87342601
2541,854,961,854,961,6513204
2542,337,678,0,0,862431057
2543,707,236,236,707,73254086
2544,208,5,5,208,75268304
2545,301,770,301,770,5602413
2546,784,704,784,704,106284537
2547,896,215,896,215,3140765
2548,46,276,0,0,378560421
2549,329,151,329,151,5862314
2550,918,970,918,970,167308524
2551,448,964,964,448,561432
2552,104,382,104,382,348521706
2553,33,157,33,157,40236
2554,423,251,423,251,507384126
2555,162,280,162,280,567213084
2556,620,12,620,12,052736814
2557,997,979,0,0,271035846
2558,234,941,234,941,536142870
2559,243,885,243,885,1023487
2560,445,100,445,100,4683512
2561,867,66,867,66,352710684
2562,155,889,155,889,501327684
2563,775,432,775,432,2543187
2564,325,688,325,688,8167254
2565,812,226,812,226,18467
2566,764,940,940,764,50642178
2567,217,722,217,722,6541320
2568,52,408,408,52,705468
2569,952,793,0,0,748526301
2570,741,532,532,741,20147386
2571,302,529,302,529,8506734
2572,363,218,363,218,541673082
2573,715,597,597,715,274816
2574,435,957,435,957,32514
2575,66,315,66,315,15280
2576,311,913,311,913,260143578
2577,751,500,751,500,217645830
2578,678,392,678,392,4308751
2579,602,851,851,602,02873654
2580,950,765,950,765,3068254
2581,105,126,126,105,16205847
2582,536,770,536,770,5746830
2583,514,118,0,0,027361584
2584,743,707,707,743,810457
2585,314,325,325,314,41327865
2586,620,763,0,0,825403671
2587,285,495,495,285,57081246
2588,13,339,13,339,810376524
2589,83,887,887,83,61032754
2590,608,218,608,218,1480657
2591,536,557,0,0,075318624
2592,951,415,951,415,4752830
2593,966,188,0,0,712645803
2594,557,620,557,620,216305874
2595,6,326,326,6,82317406
2596,958,400,0,0,208476153
2597,823,919,919,823,63724508
2598,817,31,817,31,082751634
2599,369,259,369,259,682157304
2600,376,717,376,717,4107258
2601,614,816,614,816,7321856
2602,168,21,168,21,321685407
2603,773,738,738,773,142563
2604,287,853,853,287,12065738
2605,199,629,199,629,38670
2606,61,734,61,734,7358421
2607,720,551,0,0,351670248
2608,39,626,39,626,5864310
2609,505,683,0,0,785463021
2610,414,286,414,286,645213708
2611,593,942,942,593,301824
2612,72,704,72,704,713205468
2613,758,831,758,831,7241038
2614,711,366,711,366,371054862
2615,259,273,273,259,165738
2616,86,319,319,86,376124
2617,491,367,491,367,0315862
2618,789,737,789,737,683170452
2619,357,717,357,717,2106458
2620,53,723,723,53,58167034
2621,303,806,0,0,803571462
2622,464,396,464,396,028153764
2623,599,541,599,541,2058634
2624,945,348,348,945,80531246
2625,115,246,115,246,7423160
2626,795,588,795,588,0527418
2627,511,423,423,511,70641325
2628,801,454,454,801,28536470
2629,838,332,838,332,841750632
2630,335,50,335,50,7315826
2631,686,43,686,43,801354726
2632,882,438,0,0,584301762
2633,637,603,637,603,30574
2634,358,666,666,358,27084136
2635,848,129,129,848,30621854
2636,715,651,0,0,180752436
2637,594,443,594,443,08152
2638,319,858,858,319,426805
2639,367,407,367,407,80275
2640,778,188,778,188,4160832
2641,346,175,0,0,342601587
2642,326,56,326,56,1468250
2643,102,243,243,102,325160
2644,979,86,86,979,32160548
2645,755,111,755,111,014263578
2646,624,340,624,340,5123476
2647,575,718,575,718,4285310
2648,237,49,49,237,32186470
2649,539,111,539,111,2064817
2650,683,581,581,683,14802573
2651,391,930,391,930,56278
2652,111,242,111,242,3762140
2653,871,423,423,871,57361402
2654,509,258,509,258,8351062
2655,882,926,882,926,42573
2656,585,310,310,585,630514
2657,69,500,69,500,163085724
2658,636,125,0,0,645372180
2659,893,6,893,6,7135620
2660,493,649,493,649,0357142
2661,361,175,175,361,75241068
2662,574,607,607,574,53184620
2663,312,967,312,967,1324580
2664,791,767,791,767,743582106
2665,529,970,529,970,413026785
2666,142,72,72,142,76123804
2667,499,742,742,499,13867504
2668,241,184,241,184,8520614
2669,792,472,472,792,26107458
2670,31,534,0,0,603542178
2671,932,208,932,208,6714032
2672,775,480,775,480,507218634
2673,28,797,797,28,06542837
2674,236,383,0,0,536871042
2675,992,189,189,992,50176834
2676,438,31,438,31,5716238
2677,723,133,133,723,280637
2678,757,448,0,0,641803725
2679,422,375,422,375,85746
2680,493,298,493,298,31465
2681,411,371,411,371,485260137
2682,474,994,474,994,013258746
2683,199,231,231,199,046781
2684,511,756,511,756,0746325
2685,416,780,416,780,2087435
2686,402,82,0,0,086742135
2687,342,793,342,793,32680
2688,799,860,799,860,4632075
2689,650,375,650,375,517840236
2690,215,556,215,556,0765123
2691,360,76,360,76,0867142
2692,621,430,621,430,105863274
2693,746,283,283,746,704386
2694,584,404,0,0,687251430
2695,14,737,14,737,105328674
2696,500,637,500,637,067182534
2697,779,231,231,779,72145086
2698,296,601,296,601,8120645
2699,475,896,475,896,82074
2700,649,690,690,649,560748
2701,526,295,0,0,625304781
2702,196,919,919,196,423081
2703,229,464,0,0,152674308
2704,194,205,0,0,035821746
2705,534,876,534,876,187326540
2706,393,807,807,393,18564307
2707,683,632,632,683,15423068
2708,592,791,592,791,03251
2709,667,60,667,60,352840167
2710,964,819,0,0,410362587
2711,975,417,417,975,75230164
2712,629,612,629,612,5147283
2713,765,686,765,686,851207634
2714,780,291,780,291,120765834
2715,98,242,98,242,8320476
2716,890,387,387,890,58127064
2717,812,331,812,331,07623
2718,725,373,0,0,036452178
2719,671,512,671,512,7084356
2720,639,68,68,639,251463
2721,674,939,939,674,68715430
2722,773,775,775,773,24638105
2723,350,544,350,544,8235607
2724,730,392,730,392,830671542
2725,60,779,60,779,486071532
2726,361,886,886,361,14235870
2727,554,574,554,574,265103748
2728,199,153,0,0,453871260
2729,951,838,0,0,528367041
2730,326,313,326,313,3468150
2731,57,133,57,133,145036872
2732,582,881,881,582,32186470
2733,553,642,0,0,417538260
2734,194,698,0,0,152087643
2735,600,309,600,309,3758640
2736,841,544,841,544,8074215
2737,869,238,238,869,715042
2738,140,143,140,143,5602413
2739,755,839,755,839,713468520
2740,114,403,114,403,231874560
2741,821,241,241,821,857403
2742,426,211,211,426,62318754
2743,843,675,843,675,0186542
2744,277,470,470,277,24083756
2745,414,755,414,755,18724
2746,623,798,0,0,123760458
2747,180,162,180,162,6058432
2748,239,395,0,0,640378512
2749,472,56,56,472,642058
2750,352,656,0,0,108267543
2751,435,213,213,435,564370
2752,453,368,368,453,721835
2753,133,822,133,822,058734126
2754,381,471,381,471,7168204
2755,197,937,0,0,540278631
2756,401,209,209,401,80523416
2757,376,832,376,832,367085421
2758,874,178,874,178,2168370
2759,938,115,938,115,2381674
2760,940,224,224,940,53246078
2761,197,313,0,0,154237608
2762,161,505,161,505,054612378
2763,490,919,919,490,14726038
2764,798,64,0,0,801753624
2765,4,171,171,4,61258407
2766,124,635,635,124,42736805
2767,925,398,925,398,681730524
2768,50,39,50,39,04653
2769,629,760,0,0,328560471
2770,84,108,108,84,64278305
2771,451,490,490,451,762083
2772,753,15,15,753,753248
2773,862,749,862,749,021873564
2774,967,155,967,155,260571438
2775,359,719,359,719,2157486
2776,525,59,525,59,2548160
2777,510,63,510,63,712354068
2778,579,300,579,300,521807346
2779,485,784,485,784,735281064
2780,445,575,575,445,26380147
2781,481,960,960,481,57406281
2782,976,362,976,362,356874210
2783,46,488,488,46,75120468
2784,607,57,607,57,317465208
2785,976,404,404,976,64182350
2786,75,947,947,75,31605872
2787,184,44,44,184,23586410
2788,965,778,0,0,762534108
2789,397,730,730,397,75241830
2790,858,560,858,560,785216034
2791,328,259,328,259,057431826
2792,455,95,455,95,6354208
2793,949,482,482,949,56087432
2794,559,651,559,651,302518467
2795,80,363,363,80,82015674
2796,44,587,44,587,5340781
2797,630,935,935,630,15327608
2798,807,38,807,38,36574
2799,834,59,834,59,2681045
2800,735,386,386,735,25078364
2801,418,829,418,829,0261853
2802,342,855,855,342,256413
2803,306,864,306,864,673581402
2804,611,562,562,611,42730865
2805,490,635,635,490,812704
2806,18,722,722,18,074618
2807,859,14,14,859,01547682
2808,424,623,424,623,48375
2809,860,661,0,0,368124750
2810,9,997,9,997,420561738
2811,324,599,599,324,85102374
2812,737,137,737,137,3261847
2813,528,319,319,528,105874
2814,287,721,287,721,572810634
2815,946,331,0,0,257186403
2816,536,777,777,536,842513
2817,545,873,873,545,10584623
2818,345,19,19,345,165083
2819,238,451,238,451,1708356
2820,406,918,918,406,287064
2821,8,966,966,8,54861072
2822,79,864,864,79,50681734
2823,625,373,625,373,6371028
2824,37,25,25,37,20183657
2825,628,91,0,0,085346712
2826,31,93,93,31,065837
2827,269,734,734,269,57813062
2828,667,14,667,14,83627
2829,363,815,815,363,81263704
2830,584,883,584,883,87502
2831,928,427,928,427,137825604
2832,877,20,877,20,302584716
2833,828,992,828,992,860137254
2834,446,592,592,446,321875
2835,4,834,834,4,68713052
2836,618,84,84,618,028634
2837,149,94,149,94,104825367
2838,466,3,466,3,720184536
2839,370,745,370,745,328651074
2840,76,124,0,0,527463081
2841,309,911,0,0,178435206
2842,948,87,87,948,305468
2843,985,409,985,409,583072164
2844,624,304,624,304,312475086
2845,882,487,0,0,835742601
2846,319,351,351,319,832564
2847,313,593,0,0,310826754
2848,832,839,832,839,017235846
2849,360,109,360,109,1768042
2850,266,824,824,266,031584
2851,151,159,0,0,378045126
2852,755,439,439,755,18657034
2853,74,77,74,77,4318256
2854,840,288,840,288,217504386
2855,949,638,638,949,54830761
2856,767,920,767,920,0823741
2857,685,797,685,797,523078164
2858,19,79,0,0,763521048
2859,868,934,868,934,8173426
2860,328,216,216,328,137086
2861,810,643,643,810,14750238
2862,244,367,244,367,0632814
2863,867,852,852,867,72360548
2864,904,680,904,680,20548
2865,451,371,371,451,76528014
2866,221,345,345,221,08471235
2867,324,799,324,799,054612378
2868,112,71,112,71,012758634
2869,894,331,894,331,8437650
2870,580,946,946,580,148365
2871,315,797,315,797,431256078
2872,710,76,710,76,801532746
2873,909,685,909,685,0528673
2874,466,773,773,466,78602354
2875,890,102,0,0,362740158
2876,925,975,0,0,387124065
2877,982,944,944,982,72865014
2878,256,575,256,575,7682014
2879,967,832,832,967,683074
2880,119,632,119,632,405128763
2881,141,235,0,0,670348125
2882,743,670,670,743,54182370
2883,953,333,333,953,47153806
2884,831,214,214,831,75018324
2885,490,481,490,481,03468
2886,621,797,621,797,6251073
2887,39,511,0,0,825743601
2888,852,172,172,852,387450
2889,441,528,0,0,863017452
2890,948,124,124,948,18625430
2891,632,993,993,632,47021568
2892,754,429,754,429,4235016
2893,27,556,27,556,0681324
2894,920,749,920,749,74816
2895,263,264,263,264,71826
2896,626,995,995,626,85762413
2897,278,361,278,361,638417502
2898,558,447,558,447,178306524
2899,912,70,0,0,352041867
2900,382,281,281,382,52806741
2901,274,30,274,30,4517682
2902,249,207,249,207,81542
2903,561,408,408,561,57482106
2904,821,829,821,829,368174205
2905,280,951,951,280,72153604
2906,729,240,729,240,4735206
2907,143,710,143,710,175320648
2908,963,956,963,956,24578
2909,719,765,719,765,2748305
2910,116,793,793,116,283450
2911,570,110,570,110,7645381
2912,961,19,961,19,72134
2913,468,564,468,564,0586174
2914,510,289,289,510,73804152
2915,325,481,325,481,2587160
2916,870,213,213,870,08471265
2917,81,373,81,373,635417802
2918,329,643,329,643,321745068
2919,163,964,964,163,746830
2920,282,309,282,309,48751
2921,29,769,29,769,32680
2922,572,221,572,221,58324
2923,555,444,555,444,5463708
2924,395,113,395,113,543016278
2925,923,593,593,923,658304
2926,38,91,0,0,801567243
2927,61,108,61,108,2735180
2928,694,578,578,694,508643
2929,436,864,436,864,5084172
2930,9,583,583,9,532610
2931,155,653,155,653,507863124
2932,522,36,522,36,2705481
2933,47,243,243,47,308142
2934,191,615,615,191,825634
2935,405,69,405,69,512604738
2936,359,792,359,792,1432680
2937,724,674,674,724,14506728
2938,437,702,437,702,6571340
2939,804,939,804,939,0321486
2940,491,344,0,0,041762835
2941,414,561,414,561,314802765
2942,633,790,633,790,403781652
2943,264,798,264,798,2517684
2944,349,24,0,0,680153742
2945,293,167,293,167,682435710
2946,234,947,947,234,48163207
2947,867,418,867,418,1043687
2948,171,925,171,925,657120384
2949,276,299,0,0,587241630
2950,891,686,891,686,84205
2951,503,628,628,503,24853167
2952,132,622,132,622,3258164
2953,736,179,179,736,061234
2954,507,680,507,680,43256
2955,989,112,112,989,24715830
2956,692,944,692,944,5423078
2957,895,122,895,122,243687150
2958,778,740,0,0,026453178
2959,208,477,208,477,378642150
2960,947,662,947,662,2586130
2961,385,809,809,385,80167253
2962,797,937,937,797,243167
2963,969,877,969,877,4731086
2964,501,891,501,891,534260187
2965,488,412,412,488,248107
2966,57,911,57,911,846710235
2967,17,871,17,871,210685734
2968,374,802,374,802,740231856
2969,829,398,829,398,28416
2970,651,776,651,776,3152064
2971,263,647,263,647,785602134
2972,82,985,985,82,276481
2973,108,988,108,988,871504326
2974,394,752,752,394,40378162
2975,542,725,542,725,2816704
2976,287,384,287,384,8231475
2977,413,62,413,62,6328014
2978,253,577,253,577,1785240
2979,553,405,553,405,146358072
2980,272,421,272,421,716845302
2981,607,87,607,87,580671423
2982,896,732,896,732,8207346
2983,997,730,0,0,245108367
2984,108,908,108,908,63214
2985,834,993,993,834,86741305
2986,831,586,831,586,5618724
2987,946,626,946,626,7512804
2988,767,576,767,576,7513024
2989,754,264,264,754,34527061
2990,854,945,854,945,0376458
2991,186,544,544,186,15028374
2992,817,724,817,724,24061
2993,116,669,669,116,80417352
2994,371,465,371,465,7342651
2995,29,943,29,943,5346820
2996,74,745,745,74,20351864
2997,520,586,520,586,5041286
2998,507,167,507,167,318206574
2999,952,413,952,413,752804316
3000,913,834,913,834,483516207
3001,161,581,161,581,41682
3002,236,66,66,236,564708
3003,116,564,116,564,2867031
3004,914,962,0,0,574013628
3005,839,938,839,938,321068574
3006,579,94,94,579,34521870
3007,417,508,508,417,53602478
3008,721,487,721,487,752431608
3009,676,232,232,676,26045837
3010,84,247,84,247,1036724
3011,94,114,94,114,8136405
3012,685,38,38,685,78351062
3013,929,220,220,929,63781524
3014,603,885,603,885,041576382
3015,541,601,541,601,6741523
3016,173,743,173,743,2518670
3017,405,310,405,310,1832764
3018,571,349,571,349,845073126
3019,193,595,0,0,615348720
3020,239,348,348,239,36142078
3021,515,930,515,930,18467
3022,576,650,576,650,567012384
3023,893,831,0,0,617403285
3024,637,898,637,898,7460218
3025,520,911,520,911,6043712
3026,189,903,189,903,4576201
3027,619,515,619,515,2684150
3028,251,294,251,294,1578032
3029,537,766,537,766,4781650
3030,801,866,801,866,83746
3031,253,381,0,0,057136842
3032,128,147,0,0,840536217
3033,587,866,587,866,3742865
3034,754,837,837,754,57608431
3035,128,807,128,807,321507864
3036,722,113,722,113,547381062
3037,532,578,578,532,56143782
3038,123,586,123,586,4863052
3039,278,942,942,278,23074658
3040,24,465,24,465,710548632
3041,825,877,877,825,45380672
3042,194,958,194,958,681427530
3043,81,683,81,683,16270
3044,714,18,18,714,207864
3045,358,263,358,263,263710845
3046,233,678,233,678,3185470
3047,988,589,589,988,05341278
3048,359,649,0,0,257081364
3049,412,496,496,412,53461780
3050,276,100,100,276,18346520
3051,668,539,668,539,6504123
3052,813,917,813,917,3586014
3053,387,45,387,45,603247185
3054,346,202,346,202,310425786
3055,582,219,219,582,34578061
3056,280,343,0,0,045823617
3057,20,728,728,20,64027518
3058,654,396,0,0,348506217
3059,217,181,217,181,5741068
3060,192,887,192,887,321075648
3061,15,512,512,15,34178652
